distrito_cod;setor_cod;quadra_cod;lote_cod;unidade_cod;matricula;area_construida_unid;area_edicula;utilizacao;tipo;alinhamento;posicao;estrutura;cobertura;paredes;conservacao;isencao_iptu;isencao_taxas;valor_venal_informado;valor_venal_2020;;inst_sanitaria;inst_eletrica
1;5;38;168;1;;0;0;Terreno Vago;CASA;FRENTE;ISOLADA;;;;;Tributável;Tributável;;16.069,28;;;
1;5;38;192;1;;0;0;Terreno Vago;CASA;FRENTE;ISOLADA;;;;;Tributável;Tributável;;21.023,98;;;
1;5;38;204;1;;108,9;0;Residencial;CASA;FRENTE;ISOLADA;CONCRETO;TELHA BARR;ALVENARIA;;Tributável;Tributável;;49.572,66;;INT.SIMPL.;EMBUTIDA
1;5;38;216;1;;49,76;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;45.730,56;;INT.SIMPL.;EMBUTIDA
1;5;38;228;1;;115;0;Residencial;CASA;FUNDOS;CONJUGADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;38.041,89;;INT.COMPL.;EMBUTIDA
1;5;38;228;2;;66,25;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;19.736,64;;INT.SIMPL.;EMBUTIDA
1;5;38;240;1;;275,08;0;Residencial;CASA;FRENTE;GEMINADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;106.815,19;;INT.SIMPL.;EMBUTIDA
1;5;38;252;1;;95,05;0;Residencial;CASA;FRENTE;GEMINADA;CONCRETO;TELHA BARR;ALVENARIA;;Tributável;Tributável;;54.230,05;;+1 INTERNA;EMBUTIDA
1;5;38;266;1;;132,1;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;47.534,40;;+1 INTERNA;EMBUTIDA
1;5;38;266;2;;192,59;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;104.621,72;;+1 INTERNA;EMBUTIDA
1;5;38;266;3;;132,1;0;Residencial;CASA;FRENTE;GEMINADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;57.769,16;;+1 INTERNA;EMBUTIDA
1;5;38;266;4;;123,95;0;Terreno Vago;CASA;FUNDOS;CONJUGADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;75.416,09;;INT.SIMPL.;EMBUTIDA
1;5;38;428;1;;0;0;Terreno Vago;CASA;FRENTE;ISOLADA;;;;;Tributável;Tributável;;10.768,21;;;
1;5;39;127;1;;190;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;102.590,14;;+1 INTERNA;EMBUTIDA
1;5;39;139;1;;184,19;0;Residencial;CASA;FRENTE;ISOLADA;CONCRETO;TELHA BARR;ALVENARIA;;Tributável;Tributável;;80.177,88;;INT.SIMPL.;EMBUTIDA
1;5;39;151;1;;100,26;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;64.981,34;;INT.SIMPL.;EMBUTIDA
1;5;39;163;1;;139,3;0;Residencial;CASA;FRENTE;ISOLADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;72.297,29;;INT.SIMPL.;EMBUTIDA
1;5;39;175;1;;0;0;Terreno Vago;CASA;FRENTE;ISOLADA;;;;;Tributável;Tributável;;11.478,06;;;
1;5;39;205;1;;236,17;0;Residencial;CASA;FRENTE;ISOLADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;170.320,35;;+1 INTERNA;EMBUTIDA
1;5;39;215;1;;76,8;0;Residencial;CASA;FRENTE;ISOLADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;34.964,97;;INT.SIMPL.;EMBUTIDA
1;5;39;233;1;;124,94;0;Residencial;CASA;FUNDOS;CONJUGADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;59.478,66;;+1 INTERNA;EMBUTIDA
1;5;40;12;1;;0;0;Terreno Vago;CASA;FRENTE;ISOLADA;;;;;Tributável;Tributável;;9.775,48;;;
1;5;40;24;1;;322,18;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA BARR;ALVENARIA;;Tributável;Tributável;;199.193,39;;+1 INTERNA;EMBUTIDA
1;5;40;36;1;;102,47;0;Residencial;CASA;FRENTE;ISOLADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;57.021,85;;INT.SIMPL.;EMBUTIDA
1;5;40;48;1;;0;0;Terreno Vago;CASA;FRENTE;ISOLADA;;;;;Tributável;Tributável;;14.202,65;;;
1;5;40;60;1;;0;0;Terreno Vago;CASA;FRENTE;ISOLADA;;;;;Tributável;Tributável;;14.973,65;;;
1;5;40;90;1;;0;0;Terreno Vago;CASA;FRENTE;ISOLADA;;;;;Tributável;Tributável;;13.837,44;;;
1;5;40;121;1;;0;0;Prestação de Serviços;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA BARR;ALVENARIA;;Tributável;Tributável;;12.695,43;;INEXISTE;APARENTE
1;5;41;208;1;;66,99;0;Residencial;CASA;FRENTE;ISOLADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;45.703,05;;INT.SIMPL.;EMBUTIDA
1;5;41;209;1;;110,26;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA BARR;ALVENARIA;;Tributável;Tributável;;57.892,97;;+1 INTERNA;EMBUTIDA
1;5;41;210;1;;0;0;Terreno Vago;CASA;FRENTE;ISOLADA;;;;;Tributável;Tributável;;14.618,56;;;
1;5;41;211;1;;132,16;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;59.344,35;;INT.SIMPL.;EMBUTIDA
1;5;41;212;1;;0;0;Terreno Vago;CASA;FRENTE;ISOLADA;;;;;Tributável;Tributável;;32.596,57;;;
1;5;41;338;1;;0;0;Residencial;CASA;FRENTE;ISOLADA;;;;;Tributável;Tributável;;28.263,60;;;
1;5;42;30;1;;133,88;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;93.665,16;;INT.SIMPL.;EMBUTIDA
1;5;42;42;1;;101,04;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA BARR;ALVENARIA;;Tributável;Tributável;;53.551,00;;INT.SIMPL.;EMBUTIDA
1;5;42;54;1;;92,97;0;Residencial;CASA;FRENTE;CONJUGADA;ALVENARIA;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;51.711,73;;INT.SIMPL.;EMBUTIDA
1;5;42;66;1;;0;0;Terreno Vago;CASA;FRENTE;ISOLADA;;;;;Tributável;Tributável;;17.043,18;;;
1;5;42;78;1;;0;0;Terreno Vago;CASA;FRENTE;ISOLADA;;;;;Tributável;Tributável;;16.347,54;;;
1;5;42;90;1;;0;0;Terreno Vago;CASA;FRENTE;ISOLADA;;;;;Tributável;Tributável;;16.115,66;;;
1;5;42;102;1;;0;0;Terreno Vago;CASA;FRENTE;ISOLADA;;;;;Tributável;Tributável;;9.252,01;;;
1;5;42;157;1;;0;0;Terreno Vago;CASA;FRENTE;ISOLADA;;;;;Tributável;Tributável;;10.434,60;;;
1;5;42;273;1;;93,22;0;Comercial;GALPAO;FRENTE;CONJUGADA;CONCRETO;ZINCO/PALH;ALVENARIA;;Tributável;Tributável;;24.946,77;;INT.SIMPL.;EMBUTIDA
1;5;42;273;2;;180,38;0;Residencial;CASA;FUNDOS;GEMINADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;72.550,25;;+1 INTERNA;EMBUTIDA
1;5;42;285;1;;0;0;Terreno Vago;CASA;FRENTE;ISOLADA;;;;;Tributável;Tributável;;12.521,52;;;
1;5;43;17;1;;98,75;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;49.437,78;;INT.SIMPL.;EMBUTIDA
1;5;43;17;2;;46,35;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;23.204,65;;INT.SIMPL.;EMBUTIDA
1;5;43;33;1;;104,04;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;46.321,33;;INT.SIMPL.;EMBUTIDA
1;5;43;40;1;;93,7;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;46.069,92;;INT.SIMPL.;EMBUTIDA
1;5;43;42;1;;108,63;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;45.552,52;;INT.SIMPL.;EMBUTIDA
1;5;43;42;2;;94,98;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;39.828,78;;INT.SIMPL.;EMBUTIDA
1;5;43;45;1;;64,11;0;Residencial;CASA;FRENTE;ISOLADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;43.493,35;;INT.SIMPL.;EMBUTIDA
1;5;43;54;1;;19,12;0;Prestação de Serviços;LOJA;FRENTE;CONJUGADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;11.324,88;;INT.SIMPL.;EMBUTIDA
1;5;43;57;1;;63,3;0;Residencial;CASA;FRENTE;GEMINADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;25.460,02;;INT.SIMPL.;EMBUTIDA
1;5;43;69;1;;64,17;0;Prestação de Serviços;LOJA;FRENTE;CONJUGADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;33.632,88;;INT.SIMPL.;EMBUTIDA
1;5;43;81;1;;0;0;Residencial;CASA;FRENTE;ISOLADA;;;;;Tributável;Tributável;;22.771,04;;;
1;5;43;93;1;;95,9;0;Residencial;CASA;FUNDOS;CONJUGADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;45.788,05;;INT.SIMPL.;EMBUTIDA
1;5;43;105;1;;143;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;93.705,18;;+1 INTERNA;EMBUTIDA
1;5;43;117;1;;0;0;Terreno Vago;CASA;FRENTE;ISOLADA;;;;;Tributável;Tributável;;26.666,20;;;
1;5;43;153;1;;208,31;0;Residencial;CASA;FUNDOS;GEMINADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;67.783,82;;INT.SIMPL.;EMBUTIDA
1;5;44;16;1;;50,89;0;Residencial;CASA;FRENTE;ISOLADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;29.818,10;;INT.SIMPL.;EMBUTIDA
1;5;44;28;1;;38,51;0;Residencial;CASA;FRENTE;ISOLADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;17.489,94;;INT.SIMPL.;EMBUTIDA
1;5;44;28;2;;61,4;0;Residencial;CASA;FUNDOS;ISOLADA;ALVENARIA;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;25.130,27;;INT.SIMPL.;EMBUTIDA
1;5;44;40;1;;60;0;Residencial;CASA;FRENTE;ISOLADA;CONCRETO;TELHA BARR;ALVENARIA;;Tributável;Tributável;;39.976,02;;INT.SIMPL.;EMBUTIDA
1;5;44;52;1;;101,87;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;53.371,37;;+1 INTERNA;EMBUTIDA
1;5;44;63;1;;50;0;Residencial;CASA;FRENTE;ISOLADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;29.638,67;;INT.SIMPL.;EMBUTIDA
1;5;44;64;1;;0;0;Terreno Vago;CASA;FRENTE;ISOLADA;;;;;Tributável;Tributável;;14.608,44;;;
1;5;44;76;1;;0;0;Residencial;CASA;FRENTE;ISOLADA;;;;;Tributável;Tributável;;6.086,85;;;
1;5;44;88;1;;165,36;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;60.752,50;;INT.SIMPL.;EMBUTIDA
1;5;44;100;1;;85,96;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;47.330,79;;INT.SIMPL.;EMBUTIDA
1;5;44;112;1;;86,83;0;Residencial;CASA;FRENTE;ISOLADA;CONCRETO;TELHA BARR;ALVENARIA;;Tributável;Tributável;;51.319,56;;EXTERNA;EMBUTIDA
1;5;44;154;1;;220,84;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA BARR;ALVENARIA;;Tributável;Tributável;;93.042,93;;+1 INTERNA;EMBUTIDA
1;5;44;191;1;;144,32;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA BARR;ALVENARIA;;Tributável;Tributável;;122.301,77;;+1 INTERNA;EMBUTIDA
1;5;44;203;1;;0;0;Terreno Vago;CASA;FRENTE;ISOLADA;;;;;Tributável;Tributável;;16.487,10;;;
1;5;44;215;1;;0;0;Residencial;CASA;FRENTE;ISOLADA;;;;;Tributável;Tributável;;16.487,10;;;
1;5;44;227;1;;98,86;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA BARR;ALVENARIA;;Tributável;Tributável;;51.749,38;;+1 INTERNA;EMBUTIDA
1;5;44;239;1;;123,61;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA BARR;ALVENARIA;;Tributável;Tributável;;63.522,40;;INT.SIMPL.;EMBUTIDA
1;5;44;251;1;;0;0;Residencial;CASA;FRENTE;ISOLADA;;;;;Tributável;Tributável;;14.131,80;;;
1;5;44;263;1;;121,82;0;Residencial;CASA;FRENTE;ISOLADA;CONCRETO;TELHA BARR;ALVENARIA;;Tributável;Tributável;;71.359,18;;+1 INTERNA;EMBUTIDA
1;5;44;275;1;;127,23;0;Residencial;CASA;FRENTE;ISOLADA;CONCRETO;TELHA BARR;ALVENARIA;;Tributável;Tributável;;70.279,05;;+1 INTERNA;EMBUTIDA
1;5;44;287;1;;0;0;Terreno Vago;CASA;FRENTE;ISOLADA;;;;;Tributável;Tributável;;15.827,62;;;
1;5;44;311;1;;37,03;0;Residencial;CASA;FRENTE;ISOLADA;ALVENARIA;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;42.461,51;;INT.SIMPL.;EMBUTIDA
1;5;45;254;1;;0;0;Terreno Vago;CASA;FRENTE;ISOLADA;;;;;Tributável;Tributável;;49.149,52;;;
1;5;45;255;1;;0;0;Terreno Vago;CASA;FRENTE;ISOLADA;;;;;Tributável;Tributável;;19.774,15;;;
1;5;45;256;1;;0;0;Terreno Vago;CASA;FRENTE;ISOLADA;;;;;Tributável;Tributável;;19.964,87;;;
1;5;45;257;1;;0;0;Terreno Vago;CASA;FRENTE;ISOLADA;;;;;Tributável;Tributável;;21.912,66;;;
1;5;45;258;1;;0;0;Terreno Vago;CASA;FRENTE;ISOLADA;;;;;Tributável;Tributável;;19.031,55;;;
1;5;45;259;1;;0;0;Terreno Vago;CASA;FRENTE;ISOLADA;;;;;Tributável;Tributável;;20.411,24;;;
1;5;45;260;1;;0;0;Terreno Vago;CASA;FRENTE;ISOLADA;;;;;Tributável;Tributável;;86.675,04;;;
1;5;45;261;1;;109,74;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA BARR;ALVENARIA;;Tributável;Tributável;;58.092,36;;+1 INTERNA;EMBUTIDA
1;5;45;262;1;;128,67;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA BARR;ALVENARIA;;Tributável;Tributável;;56.911,69;;+1 INTERNA;EMBUTIDA
1;5;45;263;1;;321,2;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA BARR;ALVENARIA;;Tributável;Tributável;;136.147,71;;+1 INTERNA;EMBUTIDA
1;5;45;264;1;;158,71;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA BARR;ALVENARIA;;Tributável;Tributável;;84.886,45;;INT.SIMPL.;EMBUTIDA
1;5;45;265;1;;0;0;Residencial;CASA;FRENTE;ISOLADA;;;;;Tributável;Tributável;;24.495,12;;;
1;5;45;266;1;;136,95;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA BARR;ALVENARIA;;Tributável;Tributável;;104.862,31;;+1 INTERNA;EMBUTIDA
1;5;45;267;1;;143,2;0;Residencial;CASA;FRENTE;GEMINADA;CONCRETO;TELHA BARR;ALVENARIA;;Tributável;Tributável;;86.843,98;;+1 INTERNA;EMBUTIDA
1;5;45;268;1;;0;0;Terreno Vago;CASA;FRENTE;ISOLADA;;;;;Tributável;Tributável;;24.495,12;;;
1;5;45;269;1;;216,07;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA BARR;ALVENARIA;;Tributável;Tributável;;163.108,13;;+1 INTERNA;EMBUTIDA
1;5;45;270;1;;106,91;0;Residencial;CASA;FRENTE;ISOLADA;CONCRETO;TELHA BARR;ALVENARIA;;Tributável;Tributável;;87.184,02;;INT.SIMPL.;EMBUTIDA
1;5;45;271;1;;112,78;0;Residencial;CASA;FRENTE;ISOLADA;CONCRETO;TELHA BARR;ALVENARIA;;Tributável;Tributável;;84.877,49;;INT.SIMPL.;EMBUTIDA
1;5;45;272;1;;121,93;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA BARR;ALVENARIA;;Tributável;Tributável;;103.978,33;;+1 INTERNA;EMBUTIDA
1;5;45;273;1;;214,82;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA BARR;ALVENARIA;;Tributável;Tributável;;155.294,95;;+1 INTERNA;EMBUTIDA
1;5;45;274;1;;193,83;0;Residencial;CASA;FRENTE;ISOLADA;CONCRETO;TELHA BARR;ALVENARIA;;Tributável;Tributável;;122.392,83;;+1 INTERNA;EMBUTIDA
1;5;45;275;1;;0;0;Terreno Vago;CASA;FRENTE;ISOLADA;;;;;Tributável;Tributável;;17.146,58;;;
1;5;45;276;1;;0;0;Terreno Vago;CASA;FRENTE;ISOLADA;;;;;Tributável;Tributável;;17.146,58;;;
1;5;45;277;1;;80;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA BARR;ALVENARIA;;Tributável;Tributável;;39.719,40;;INT.SIMPL.;EMBUTIDA
1;5;45;278;1;;372,35;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;154.344,93;;INT.SIMPL.;EMBUTIDA
1;5;45;279;1;;0;0;Terreno Vago;CASA;FRENTE;ISOLADA;;;;;Tributável;Tributável;;12.660,65;;;
1;5;45;386;1;;0;0;Terreno Vago;CASA;FRENTE;ISOLADA;;;;;Tributável;Tributável;;17.560,56;;;
1;5;45;500;1;;170,87;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA BARR;ALVENARIA;;Tributável;Tributável;;88.932,53;;+1 INTERNA;EMBUTIDA
1;5;45;530;1;;0;0;Terreno Vago;CASA;FRENTE;ISOLADA;;;;;Tributável;Tributável;;36.173,28;;;
1;5;45;560;1;;0;0;Terreno Vago;CASA;FRENTE;ISOLADA;;;;;Tributável;Tributável;;18.086,64;;;
1;5;45;590;1;;0;0;Terreno Vago;CASA;FRENTE;ISOLADA;;;;;Tributável;Tributável;;17.530,13;;;
1;5;50;19;1;;94,36;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA FIBR;ALVENARIA;;Isento;Isento;;36.596,15;;INT.SIMPL.;EMBUTIDA
1;5;50;19;2;;85,73;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;33.248,86;;INT.SIMPL.;EMBUTIDA
1;5;50;39;1;;56;0;Residencial;CASA;FRENTE;ISOLADA;ALVENARIA;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;24.518,37;;INT.SIMPL.;EMBUTIDA
1;5;50;64;1;;86,66;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;37.714,13;;INT.SIMPL.;EMBUTIDA
1;5;50;82;1;;51,95;0;Residencial;CASA;FRENTE;ISOLADA;ALVENARIA;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;16.945,90;;INT.SIMPL.;EMBUTIDA
1;5;50;82;2;;18,12;0;Residencial;APARTAMENTO;FUNDOS;ISOLADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;7.555,16;;INT.SIMPL.;EMBUTIDA
1;5;50;82;3;;22,84;0;Residencial;CASA;FUNDOS;CONJUGADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;9.515,39;;INT.SIMPL.;EMBUTIDA
1;5;50;91;1;;73,5;0;Residencial;LOJA;FRENTE;CONJUGADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;23.456,13;;INT.SIMPL.;EMBUTIDA
1;5;50;114;1;;53,35;0;Residencial;CASA;FRENTE;CONJUGADA;ALVENARIA;TELHA BARR;ALVENARIA;;Tributável;Tributável;;26.752,88;;INT.SIMPL.;EMBUTIDA
1;5;50;144;1;;97,45;0;Residencial;CASA;FRENTE;CONJUGADA;ALVENARIA;TELHA BARR;ALVENARIA;;Tributável;Tributável;;36.353,21;;INT.SIMPL.;EMBUTIDA
1;5;50;151;1;;40,67;0;Residencial;CASA;FRENTE;GEMINADA;ALVENARIA;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;10.055,19;;INT.SIMPL.;APARENTE
1;5;50;175;1;;64,41;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;20.615,66;;INT.SIMPL.;EMBUTIDA
1;5;50;185;1;;61,76;0;Residencial;CASA;FRENTE;ISOLADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;25.575,67;;INT.SIMPL.;EMBUTIDA
1;5;56;47;1;;42;0;Residencial;CASA;FRENTE;ISOLADA;ALVENARIA;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;10.762,33;;INEXISTE;INEXISTE
1;5;51;188;1;;92,24;0;Residencial;CASA;FRENTE;ISOLADA;ALVENARIA;TELHA BARR;ALVENARIA;;Tributável;Tributável;;27.595,28;;INT.SIMPL.;APARENTE
1;5;51;199;1;;90,96;0;Residencial;CASA;FRENTE;ISOLADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;34.992,91;;INT.SIMPL.;EMBUTIDA
1;5;51;210;1;;24,54;0;Residencial;CASA;FRENTE;GEMINADA;ALVENARIA;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;6.471,32;;INT.SIMPL.;EMBUTIDA
1;5;51;210;2;;42,86;0;Residencial;CASA;FRENTE;GEMINADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;14.121,07;;INT.SIMPL.;EMBUTIDA
1;5;51;246;1;;73,51;0;Residencial;CASA;FRENTE;CONJUGADA;ALVENARIA;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;34.172,64;;INT.SIMPL.;EMBUTIDA
1;5;51;256;1;;81,75;0;Residencial;CASA;FRENTE;ISOLADA;ALVENARIA;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;28.946,94;;INT.SIMPL.;EMBUTIDA
1;5;51;266;1;;88,6;0;Residencial;CASA;FRENTE;CONJUGADA;ALVENARIA;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;19.252,53;;INT.SIMPL.;APARENTE
1;5;51;277;1;;47,05;0;Residencial;CASA;FRENTE;ISOLADA;ALVENARIA;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;17.616,32;;INT.SIMPL.;APARENTE
1;5;51;315;1;;65,12;0;Residencial;CASA;FRENTE;ISOLADA;ALVENARIA;LAJE;ALVENARIA;;Tributável;Tributável;;17.871,22;;INT.SIMPL.;EMBUTIDA
1;5;51;331;1;;61,27;0;Residencial;CASA;FRENTE;CONJUGADA;ALVENARIA;TELHA BARR;ALVENARIA;;Tributável;Tributável;;28.632,12;;INT.SIMPL.;EMBUTIDA
1;5;51;347;1;;57,9;0;Residencial;CASA;FRENTE;ISOLADA;ALVENARIA;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;18.997,69;;INT.SIMPL.;APARENTE
1;5;51;357;1;;73,93;0;Residencial;CASA;FRENTE;ISOLADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;36.955,04;;INT.SIMPL.;EMBUTIDA
1;5;51;358;1;;53,68;0;Residencial;CASA;FRENTE;ISOLADA;ALVENARIA;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;17.336,96;;INT.SIMPL.;EMBUTIDA
1;5;51;359;1;;22,84;0;Residencial;CASA;FRENTE;ISOLADA;ALVENARIA;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;17.198,51;;INT.SIMPL.;EMBUTIDA
1;5;51;360;1;;53,65;0;Residencial;CASA;FRENTE;ISOLADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;22.600,45;;INT.SIMPL.;EMBUTIDA
1;5;52;16;1;;77,99;0;Residencial;CASA;FRENTE;ISOLADA;ALVENARIA;TELHA BARR;ALVENARIA;;Tributável;Tributável;;36.289,92;;INT.SIMPL.;EMBUTIDA
1;5;52;27;1;;44,68;0;Residencial;CASA;FRENTE;ISOLADA;ALVENARIA;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;14.970,64;;INT.SIMPL.;APARENTE
1;5;52;37;1;;134,43;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA BARR;ALVENARIA;;Tributável;Tributável;;61.673,78;;INT.SIMPL.;EMBUTIDA
1;5;52;46;1;;56,64;0;Residencial;CASA;FRENTE;CONJUGADA;ALVENARIA;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;20.309,62;;INT.SIMPL.;EMBUTIDA
1;5;52;56;1;;73,43;0;Residencial;CASA;FRENTE;ISOLADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;42.552,45;;INT.SIMPL.;EMBUTIDA
1;5;52;66;1;;138,39;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;62.147,55;;INT.SIMPL.;EMBUTIDA
1;5;52;76;1;;55,7;0;Residencial;CASA;FRENTE;ISOLADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;27.608,34;;INT.SIMPL.;EMBUTIDA
1;5;52;87;1;;61,38;0;Residencial;CASA;FRENTE;ISOLADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;28.893,59;;INT.SIMPL.;EMBUTIDA
1;5;52;95;1;;64,31;0;Residencial;CASA;FRENTE;CONJUGADA;ALVENARIA;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;22.242,93;;INT.SIMPL.;EMBUTIDA
1;5;52;103;1;;51,54;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;29.965,92;;INT.SIMPL.;EMBUTIDA
